1626830100844588,20210721091500040,3077,SELL,87,100
1626830101509464,20210721091500120,13654,SELL,86,800
1626830103809263,20210721091500420,43889,BUY,76,300
1626830104430409,20210721091500530,52443,SELL,94,100
1626830106265908,20210721091500780,71735,SELL,84,200
1626830106265915,20210721091500780,71737,SELL,82,200
1626830106265924,20210721091500780,71738,BUY,77.5,200
1626830108208553,20210721091501050,87853,SELL,94,1500
1626830109914208,20210721091501380,105126,SELL,89.98,200
1626830109915056,20210721091501380,105166,SELL,87,900
1626830110329843,20210721091501460,108755,SELL,92.8,400
1626830110403255,20210721091501480,109769,BUY,77.5,400
1626830112432785,20210721091501960,130059,SELL,82.32,100
1626830112610045,20210721091501980,131241,SELL,81.94,200
1626830112610048,20210721091501980,131242,BUY,76.04,100
1626830114384679,20210721091502490,148939,SELL,89.94,100
1626830115608651,20210721091503130,162911,BUY,76.7,400
1626830115951990,20210721091503540,169224,BUY,73.18,100
1626830117418871,20210721091505670,189302,BUY,77,1900
1626830118034674,20210721091507220,197076,BUY,76.38,100
1626830118236119,20210721091508090,199445,BUY,77.02,100
1626830223356148,20210721091703340,223961,SELL,94.16,500
1626830363276222,20210721091923260,256975,SELL,80.49,100
1626830411877805,20210721092011860,269958,BUY,76.68,1000
1626830461325309,20210721092101310,282379,SELL,86,100
1626830537945072,20210721092217930,303809,BUY,76.51,100
1626830553230193,20210721092233210,308493,SELL,80,500
1626830564267419,20210721092244250,312072,BUY,77,100
1626830566234489,20210721092246220,312699,BUY,77,300
1626830614558625,20210721092334540,329690,SELL,77.88,100
1626830665490998,20210721092425480,353582,SELL,94.16,300
1626830682937642,20210721092442920,365406,SELL,77.2,100
1626830683092383,20210721092443080,365546,BUY,86.32,100
1626830683832849,20210721092443820,366055,SELL,91,300
1626830692603929,20210721092452590,373813,BUY,80.21,700
1626830697628041,20210721092457610,378741,BUY,79.97,100
1626830698315011,20210721092458300,379780,SELL,86,300
1626830698886580,20210721092458870,380433,BUY,79.82,100
1626830699883098,20210721092459870,382127,BUY,80.22,600
1626831000828905,20210721093000020,435793,SELL,81.9,1100
1626831001130517,20210721093000030,437165,BUY,80.4,1700
1626831001280019,20210721093000030,438668,SELL,80.21,100
1626831001310250,20210721093000030,439174,SELL,80.2,600
1626831001556473,20210721093000050,442126,SELL,81.69,400
1626831001560384,20210721093000050,442319,SELL,80.19,200
1626831001704493,20210721093000090,448149,SELL,80.21,1600
1626831002344415,20210721093000130,454674,SELL,80,100
1626831003028347,20210721093000150,457213,SELL,83.98,700
1626831003082692,20210721093000160,458982,SELL,80.52,100
1626831003082961,20210721093000160,458997,SELL,81,100
1626831003083216,20210721093000160,459003,SELL,82.1,100
1626831003083486,20210721093000160,459042,BUY,77.6,100
1626831003393407,20210721093000170,460944,SELL,80.21,1000
1626831003395144,20210721093000170,461168,SELL,83.88,300
1626831003406238,20210721093000180,461961,SELL,80.21,700
1626831004053801,20210721093000180,463476,SELL,84.05,100
1626831005416020,20210721093000200,467363,SELL,80.21,100
1626831005417367,20210721093000200,467412,SELL,79.7,500
1626831006360218,20210721093000320,483968,SELL,84,500
1626831006683869,20210721093000380,489352,SELL,83.96,400
1626831006791469,20210721093000420,493153,SELL,85.21,500
1626831006935939,20210721093000470,498309,SELL,80.21,800
1626831007242194,20210721093000480,499360,BUY,77.01,600
1626831007725690,20210721093000510,501913,SELL,82,500
1626831007775722,20210721093000530,503396,SELL,84.98,200
1626831007980023,20210721093000600,509595,BUY,80.2,500
1626831008316149,20210721093000700,518518,SELL,81.5,400
1626831008374242,20210721093000710,518826,SELL,88.33,200
1626831008687414,20210721093000720,519560,SELL,80.2,100
1626831008780529,20210721093000740,521004,SELL,80.21,400
1626831008828433,20210721093000770,523056,SELL,84.99,2000
1626831008878805,20210721093000810,525885,SELL,81.93,500
1626831008922302,20210721093000830,527492,SELL,82,100
1626831008974571,20210721093000860,529899,SELL,80.21,100
1626831009134175,20210721093000980,538226,SELL,83.99,100
1626831009168211,20210721093001010,539966,SELL,82.89,700
1626831009186692,20210721093001020,540886,SELL,85.69,200
1626831009252979,20210721093001070,544347,SELL,82.24,400
1626831009357352,20210721093001130,547838,SELL,81.93,100
1626831009408160,20210721093001150,548987,SELL,80.2,900
1626831009415751,20210721093001150,549103,SELL,84,100
1626831009574586,20210721093001180,551410,SELL,82.46,100
1626831009947040,20210721093001250,554592,BUY,77.6,100
1626831011040673,20210721093001350,560315,SELL,81.9,100
1626831014105928,20210721093001760,582115,SELL,83,100
1626831014201695,20210721093001780,583590,SELL,83.99,100
1626831015074167,20210721093001900,591116,SELL,84,100
1626831016558948,20210721093002070,600612,SELL,80.21,100
1626831016906086,20210721093002080,601238,SELL,80.49,600
1626831017460568,20210721093002090,602189,BUY,77.9,600
1626831023866847,20210721093002220,609635,BUY,77.02,100
1626831023873759,20210721093002220,609768,BUY,77.61,100
1626831024293609,20210721093002230,610352,BUY,77.6,100
1626831025801499,20210721093002280,612721,SELL,80.2,100
1626831026877452,20210721093002360,615776,SELL,80.21,100
1626831027638892,20210721093002470,620088,SELL,80.2,100
1626831027638896,20210721093002470,620089,SELL,80.2,100
1626831027638912,20210721093002470,620090,SELL,80.2,100
1626831027639165,20210721093002470,620102,SELL,90,600
1626831027952281,20210721093002470,620212,SELL,80.2,100
1626831028583683,20210721093002510,621984,BUY,81,500
1626831028597554,20210721093002520,622095,SELL,80.2,100
1626831028647427,20210721093002580,625013,BUY,78.51,300
1626831028648406,20210721093002590,625459,SELL,80.21,100
1626831028656723,20210721093002600,626220,SELL,80.38,100
1626831029376497,20210721093002710,630760,SELL,82,400
1626831029387734,20210721093002720,631311,SELL,81.98,100
1626831029416701,20210721093002750,632292,BUY,77.08,1000
1626831029698234,20210721093002800,634658,BUY,80.49,100
1626831029777423,20210721093002820,635432,SELL,86,4858
1626831030361478,20210721093002900,638792,SELL,86,100
1626831030376845,20210721093002900,639097,BUY,77.52,600
1626831030946330,20210721093002940,640735,SELL,80.2,100
1626831031260060,20210721093002950,641173,BUY,77.51,600
1626831031262852,20210721093002970,641549,SELL,80.2,100
1626831033619670,20210721093003190,651906,SELL,81.21,700
1626831033642178,20210721093003210,652462,SELL,83.9,100
1626831034021590,20210721093003260,654803,SELL,80.21,1000
1626831034024820,20210721093003260,655007,SELL,94.16,300
1626831034027342,20210721093003270,655257,SELL,91,300
1626831034029474,20210721093003270,655353,SELL,86,300
1626831034036056,20210721093003280,655758,SELL,90,200
1626831034913826,20210721093003400,660444,BUY,80.49,100
1626831034977924,20210721093003460,662532,SELL,80.9,200
1626831035058981,20210721093003470,662885,SELL,88.88,1200
1626831035397775,20210721093003500,664031,SELL,80.2,100
1626831035424204,20210721093003530,664997,SELL,85,200
1626831035735900,20210721093003560,666152,SELL,80.15,100
1626831036233613,20210721093003620,669372,SELL,81.8,100
1626831036235579,20210721093003630,669687,SELL,80.2,100
1626831037523928,20210721093003750,674271,SELL,82,200
1626831037534811,20210721093003760,674858,SELL,80.2,1600
1626831038241085,20210721093003810,676644,BUY,77.02,400
1626831038252269,20210721093003810,676914,SELL,81.99,400
1626831038676504,20210721093003880,679493,BUY,80.01,100
1626831040919842,20210721093004130,688990,BUY,77.08,100
1626831043194325,20210721093004410,698898,SELL,80.5,100
1626831043891575,20210721093004490,701073,BUY,77.6,100
1626831043892013,20210721093004490,701090,BUY,77.6,100
1626831043893143,20210721093004490,701140,SELL,80.19,100
1626831043904923,20210721093004500,701240,BUY,78.12,200
1626831044031526,20210721093004630,705505,SELL,85.21,300
1626831044132319,20210721093004660,706274,SELL,89.21,300
1626831044132348,20210721093004660,706277,BUY,79.6,100
1626831044478705,20210721093004670,706636,SELL,94.16,500
1626831044925396,20210721093004890,712436,BUY,77,100
1626831045847042,20210721093005320,723333,SELL,80.42,200
1626831046981508,20210721093005730,732029,BUY,77.61,200
1626831047024318,20210721093005830,733851,SELL,80.92,100
1626831047469047,20210721093005920,735346,BUY,77.9,100
1626831047472707,20210721093005930,735589,SELL,80.48,1700
1626831048604040,20210721093006380,744322,BUY,77.6,100
1626831048989108,20210721093006470,745317,BUY,77.6,100
1626831050767451,20210721093006600,747794,BUY,78.51,200
1626831051184802,20210721093006660,749270,BUY,78.52,300
1626831051184871,20210721093006660,749271,SELL,80.19,200
1626831051201116,20210721093006680,749463,BUY,77.91,200
1626831051298543,20210721093006760,751002,BUY,77.6,100
1626831053211260,20210721093007080,756825,BUY,77.51,200
1626831053760078,20210721093007470,763178,BUY,80.01,100
1626831053764047,20210721093007470,763181,SELL,80.01,100
1626831053764050,20210721093007470,763186,SELL,80.01,100
1626831053764110,20210721093007470,763213,SELL,80.01,100
1626831053764542,20210721093007470,763230,SELL,80.01,100
1626831053767539,20210721093007490,763474,SELL,80.14,100
1626831054846165,20210721093007520,764125,SELL,80.01,100
1626831055041990,20210721093007660,766989,SELL,82.98,200
1626831055222121,20210721093007890,768808,SELL,81.93,200
1626831055495349,20210721093008170,771926,SELL,85,5200
1626831055550076,20210721093008390,774091,SELL,80.01,100
1626831055932070,20210721093008480,775195,SELL,81.93,100
